,LR,KNR,GPR,SVR,RF,XGB,organism
1AG9,1.171789108188632,3.026341340651441,14.616601159739446,14.015215935575203,5.642257334792149,5.925718211597866,escherichia coli
1AHN,10.826724743485812,2.5236507491493096,18.32753844583803,14.706029122960947,6.591266462808976,4.0437900564405656,escherichia coli
1AKR,3.8392953145012063,0.37885446789275035,4.288484057727405,3.474137675058766,1.0802954974879584,0.8612543507900607,desulfovibrio vulgaris subsp. vulgaris str.hildenborough 
1AKT,5.701901165881691,1.1186152834791254,2.9081116656357886,0.6996521330621768,1.0522003102944086,3.0350123005989786,desulfovibrio vulgaris subsp. vulgaris str.hildenborough 
1AKW,8.61714155466092,1.3398855148959758,7.748652389670262,1.8930705591728134,2.141340663402418,1.675285257561497,desulfovibrio vulgaris subsp. vulgaris str.hildenborough 
1AZL,7.840750938238304,0.9444467255279785,5.187091734720247,2.434152497732878,3.738240280237006,0.2271848605339279,desulfovibrio vulgaris subsp. vulgaris str.hildenborough 
1B1C,6.38981647703005,15.414465327289175,8.271124482491443,10.280259076045585,12.925327585641615,12.584404280854281,homo sapiens
1B4V,14.741497820232775,5.1712041868459515,14.529332840392987,16.28145583514468,14.199199581431682,19.561930184368524,streptomyces sp.
1B8S,4.249773527283474,2.2158349260195664,6.332515347553793,8.235499641591016,4.843419465874051,4.873095214455216,streptomyces sp.
1BUC,20.14800503468518,15.488340654138094,14.73226780161698,20.917868026374684,15.270819349590393,9.51575167774103,megasphaera elsdenii
1BVY,5.474406280254568,1.917271734915443,2.3942819679908363,1.5815139832201903,6.860536903978532,0.6207929871952722,bacillus megaterium
1C0I,23.17887338730025,20.542288426762006,22.30889300799874,21.27120255383689,23.89607151284009,26.13472945588817,rhodosporidium toruloides
1C0K,8.376799632735274,8.481505862539073,2.670544520839704,2.2704400433801686,5.041214487875392,0.452322535033369,rhodosporidium toruloides
1C0L,7.406111875447701,10.67002574514712,10.75265599202153,1.7152155044970574,8.391632132292006,5.88784763066857,rhodosporidium toruloides
1C7E,3.0787983393317973,0.5977239460202417,1.366616410108708,1.3217637969870288,0.5721350038918416,0.6403756221303654,desulfovibrio vulgaris
1C7F,2.4384638320011267,0.42964986172825687,5.040820170762001,4.705662198295341,0.29480159598013517,1.3660145006734858,desulfovibrio vulgaris
1CF3,5.45836288418039,3.3300812004904166,7.295387460323937,3.100043610230195,1.7227147106752851,1.0466157234545528,aspergillus niger
1CNE,3.453552270188994,3.982339917647787,5.4592311057472775,5.057618160262701,5.409316966017946,4.846416549716257,zea mays
1CZH,0.6942895435842933,0.24198483614688096,3.561207366838129,0.6403351291650345,2.483188386577313,2.9337198323211133,synechococcus elongatus
1CZK,7.973380296413981,1.5896458667987825,7.751237284403257,1.5268668418532179,1.7906818930041453,1.3774362480409141,synechococcus elongatus
1CZL,5.966113256962688,1.9314650306334336,6.430921881523832,3.6605530888773368,2.7978340534910706,0.9800527493158976,synechococcus elongatus
1CZO,4.894080662580675,0.20921054666506705,1.104545979060385,0.5490121285667037,1.182052864746888,0.9728573021224356,synechococcus elongatus
1CZR,10.122967037826669,2.511905275666403,9.119125630043488,2.7868175009216385,3.2518250799249215,1.9733669554913906,synechococcus elongatus
1CZU,3.435918383157155,2.060680692720523,5.863148361577077,1.5515845685484044,2.7209922204385952,0.295264557833394,synechococcus elongatus
1D03,1.7065523975871524,0.20617628982767666,2.6474611292897423,1.0816261715375952,2.3029772881967374,0.8440677638449156,synechococcus elongatus
1EA0,25.038807986677853,14.94705411844198,22.52202346732666,18.903574739345196,21.24205367422176,24.874169491384396,azospirillum brasilense
1EFP,6.24400101008978,3.370151861616452,3.507284925475255,6.237204850667437,10.804004057735089,4.180583152068513,paracoccus denitrificans
1EFV,5.182881259693728,4.368580293639633,4.170603772711193,1.531838849970176,12.237475658439767,9.835257156610067,homo sapiens
1EVI,1.609775732513706,1.472957187442012,0.15488737717200757,0.3578186456429585,4.583561495422229,4.644457468687962,sus scrofa
1F4P,2.8167188551749747,0.6571345986063761,2.6441437793837084,3.6408614969332747,1.9256602027900045,0.12979460445451146,desulfovibrio vulgaris
1F76,4.029373031354043,3.6202360434279726,0.32324858537763734,6.023019214169702,3.045211447561904,4.266258141880944,escherichia coli
1F8W,3.8831334699836786,4.208424563950684,4.586012666365265,13.810214540934552,0.6337991473715966,1.4340462407022978,enterococcus faecalis
1FCD,25.820458472907614,32.45119317798675,15.464951473063005,19.362139214725673,12.821601254472188,9.009246846260847,allochromatium vinosum
1FDR,18.07468933769873,13.70052555451871,8.577107986811907,14.339527128266102,3.603446707460204,2.8255942715370677,escherichia coli
1FLA,3.588415675236658,0.1361805044711939,2.56306395482007,3.3718172407337206,0.4879232218783298,1.0590745416940623,clostridium beijerinckii
1FLD,2.9825387527186336,0.5171842885834321,0.6379537968239785,0.8719193161061659,0.08046104333834525,0.7970069817849147,clostridium beijerinckii
1FLN,4.211475705510847,0.2158902560991241,2.9249520107956917,1.6427767147163443,0.3953445676052481,0.4234492290545603,clostridium beijerinckii
1FLV,10.051445769085992,2.9202928631244385,8.815197305928923,6.838679732480211,4.723164272102625,4.493081045310544,nostoc sp.
1FNB,6.896988993156365,0.29153903533539555,9.34866525701742,8.69984839888001,3.778591405123385,1.5293487124384186,spinacia oleracea
1FVX,8.463470264796253,4.1897458538595345,4.98287256233481,5.5006144809117306,4.180157609527897,3.3678673176286082,clostridium beijerinckii
1FX1,4.448922717822806,1.8201793156980284,1.2094517374211537,2.066275235054568,1.4468171700901031,2.333671045732246,desulfovibrio vulgaris
1GAL,4.859124075470348,4.337688808555644,7.206988741402029,8.15111855688544,0.6465198222954398,5.833472145220209,aspergillus niger
1GAQ,6.496461420920417,2.803242459242705,4.495615639924997,4.1321816033718815,8.60109732028743,2.950264938546236,zea mays
1GER,6.150929293405111,2.11416248063506,4.392609296858552,0.42156743514570716,2.7993500229254002,3.8460088695294012,escherichia coli
1GJR,1.9146733430891794,1.334057759136532,0.9663836359194601,0.22945616331610194,0.7059138028731242,1.1089916523928365,anabaena sp.
1GOX,3.0726395673961195,8.901700581580675,6.896311854935678,6.262397526828973,10.552611864559164,18.01794414476953,spinacia oleracea
1I1O,1.898941065801419,5.5447583055419205,1.276471238125817,2.489940007498963,2.3040690677017315,2.754023012450553,desulfovibrio vulgaris
1IB0,9.401938825704143,11.759350226696212,10.133322796075765,9.259347221144955,9.27652767130363,4.016470497524928,rattus norvegicus
1IJH,15.308717126715516,14.530513036682839,9.214223419802178,13.77792621096062,20.322691195438715,13.881947938268988,streptomyces sp.
1IUW,6.414607547377929,5.074827489793632,2.542495168770831,0.34876864565619964,5.952176344221429,4.708692089621983,pseudomonas aeruginosa
1J8Q,3.6013986632061417,0.17410206617315852,5.418770249039989,3.3035692914075296,0.41241787719642603,1.0474490774581882,desulfovibrio vulgaris
1JNR,10.305678102291031,5.428914238909,4.396563844934751,6.2155654311367075,11.902727303345234,3.8611919302158255,archaeoglobus fulgidus dsm 4304
1JOA,0.8642812571851819,5.739465629243737,5.486105103692828,4.744998466051153,7.585221179521417,5.610400150621169,enterococcus faecalis
1JRA,6.3182105939022035,14.965435846513552,2.629923118118633,4.987537738153742,1.7859275672806771,3.434846702122394,saccharomyces cerevisiae
1KBI,2.4174798440002423,0.1967432112049873,0.8609351503551361,1.6730722868906411,0.8393405205261495,2.0482105795752643,saccharomyces cerevisiae
1KF6,7.556079711402262,8.833631724412442,6.715684741485437,5.993996695952312,9.448023086653302,11.86944680274479,escherichia coli
1KIF,5.1160454437324265,4.364057808273997,3.3588406235517696,3.129298136970279,3.992374199789783,0.9627031444304835,sus scrofa
1LDC,3.1357983261196467,2.561771656296432,2.0735051196237952,3.136930444980315,5.97468841867909,6.606517097889011,saccharomyces cerevisiae
1LTD,0.9745709067921755,1.7094765798409735,4.108234750569804,1.3734165982120545,1.175247759897939,2.3041029980069117,saccharomyces cerevisiae
1M6I,12.18504085123847,28.907957145578557,20.144860461175448,18.380146712343354,28.01829021286585,30.692489667487525,homo sapiens
1N1P,10.78226986139509,22.836196363913796,10.065946415319612,10.47033105212427,13.650116244358703,14.032985982537479,streptomyces sp.
1NG3,12.94575712102376,9.366910368231022,9.38653334507733,9.340856207426768,10.540133772807085,9.040855480061428,bacillus subtilis
1NG4,6.494276997660718,6.894842925340382,5.914391957343721,9.260283126574453,2.549116245567066,6.23877377042905,bacillus subtilis
