,LR,KNR,GPR,SVR,RF,XGB,organism
1AG9,5.097457922186998,2.7428703101118854,11.074470000640549,5.342970829265357,7.00227481489402,10.233152166304345,escherichia coli
1AHN,8.88080248109371,2.7612359445590924,13.5521274308297,6.7486906948301435,5.801104961771141,10.991742588964929,escherichia coli
1AKR,2.5262749500641064,0.32574316192797736,2.2828073437139325,1.219124796399821,1.5312021473786683,0.2737219868429544,desulfovibrio vulgaris subsp. vulgaris str.hildenborough 
1AKT,5.835133728160797,2.2188173317686357,2.163586388521862,2.6529787109972935,0.5739638530419153,2.6812819593251276,desulfovibrio vulgaris subsp. vulgaris str.hildenborough 
1AKW,8.895053619420395,0.6380932340415147,4.4689770620542735,2.208968104060763,3.3199776822957197,2.8445594450952307,desulfovibrio vulgaris subsp. vulgaris str.hildenborough 
1AZL,6.059027678266902,0.6355167285075942,2.9607332245969666,2.933241660217826,2.0722998691398344,0.43636716687069577,desulfovibrio vulgaris subsp. vulgaris str.hildenborough 
1B1C,14.132313288177585,15.90573711138784,10.40469722178043,12.068310561578368,6.284743297018702,6.548736571967076,homo sapiens
1B4V,12.259932198349777,6.586086041019892,11.387389327431375,5.344626659814319,13.370120115263237,10.284233434444172,streptomyces sp.
1B8S,3.536475870364103,4.498897743990559,4.819760455507579,1.5014458064017524,6.959113628680788,4.691559424379305,streptomyces sp.
1BUC,21.285131942016623,7.937514086654117,14.496508025898558,10.836130204310155,9.832592524518125,7.473528155931509,megasphaera elsdenii
1BVY,0.5200866319082234,4.070854839680374,10.294729713921509,8.078722339406964,8.633415382570083,2.845636301919476,bacillus megaterium
1C0I,29.257160151187463,28.495124050652958,25.099135216144234,20.657867991143924,23.90411861060965,25.862601399610913,rhodosporidium toruloides
1C0K,1.9681768069993333,10.210173651667148,9.168365976151712,10.185132398128216,2.9102216684864124,3.1298974779631936,rhodosporidium toruloides
1C0L,2.807413042359798,8.577316705331013,11.381700138061479,10.969660318054874,6.859878895384599,5.568330324864052,rhodosporidium toruloides
1C7E,0.8660623766011522,1.0179462553991825,1.8856035813616157,0.6475659796430854,0.8026899422436591,0.31975757930224114,desulfovibrio vulgaris
