,LR,KNR,GPR,SVR,RF,XGB,organism
1AG9,3.110088839921412,2.314833544788105,5.125876723818464,11.89476973562084,6.658562579126562,10.285958377629571,escherichia coli
1AHN,9.434794152464075,1.8455882528744803,8.561285205188565,11.358434763144349,6.121602303818343,10.41472435758648,escherichia coli
1AKR,4.234675091349244,0.42925130233572284,0.8925670577381009,0.5389062556443414,1.641729704202448,0.4909391873812129,desulfovibrio vulgaris subsp. vulgaris str.hildenborough 
1AKT,3.7922645219666977,1.663229072367661,3.635209742872535,3.2686412513387992,0.3275713093168418,1.9039921718594048,desulfovibrio vulgaris subsp. vulgaris str.hildenborough 
1AKW,9.797899512606872,1.1073955927812185,4.559812396653656,2.405055420745902,1.493536337190915,1.7164602288913895,desulfovibrio vulgaris subsp. vulgaris str.hildenborough 
1AZL,5.277344417756958,0.8037664607049132,4.21320868778946,1.857227383115743,1.2894215685972843,1.0281132474273602,desulfovibrio vulgaris subsp. vulgaris str.hildenborough 
1B1C,4.675817839784104,13.114377799152024,7.883324062062056,10.607923014703951,8.68193873086554,0.4200326256188556,homo sapiens
1B4V,16.398120206777822,11.165525503839849,13.204977982154494,15.15739472316993,15.961045943182103,7.850618852265508,streptomyces sp.
1B8S,7.629130673862457,5.833245155168315,6.9878686444719635,8.514878156227548,8.605531331359499,7.956991086107083,streptomyces sp.
1BUC,16.418897690582547,3.3975357194153006,13.18603166794289,10.325290788855217,10.11063483668109,5.0577401658971475,megasphaera elsdenii
1BVY,3.6265160271173498,4.536306812560691,5.719076279570549,4.70115756437818,7.8803279574414145,2.629484160211351,bacillus megaterium
1C0I,24.7803270469366,24.30331714715438,21.737648084526672,20.828781523875758,23.952215851582643,24.34098310100969,rhodosporidium toruloides
1C0K,5.251672537058393,7.763208257894695,8.063791972976663,0.9610804951920626,4.371823470245121,4.75948769423907,rhodosporidium toruloides
1C0L,11.519728232571513,13.672053941381725,13.121384208118476,9.034468367048593,6.1981680989676695,7.684612732233194,rhodosporidium toruloides
1C7E,4.24141050588636,0.4382225204659244,0.9994162366669608,2.2004331289205936,0.6126676477908235,0.7561344497838769,desulfovibrio vulgaris
1C7F,3.9684369542216933,1.1112523641520218,2.5048432004965764,4.273323445960444,0.13727912151275334,1.3618663038021672,desulfovibrio vulgaris
1CF3,3.219640424488715,8.293069583127588,3.5916188307692445,5.389420610514838,2.7496442745654943,6.108665783664957,aspergillus niger
1CNE,10.079651597216634,5.553998997048081,5.7392689704819375,5.534047534015969,2.208133441592428,10.364412008946534,zea mays
1CZH,2.9623031090609517,0.262297393395681,0.2519938414151626,0.4513004140420286,1.3564879312399691,0.405521552398722,synechococcus elongatus
1CZK,6.280029047656069,1.34492532906568,3.5247304678645817,0.8157079321629122,0.9303089323483864,1.513233274362285,synechococcus elongatus
1CZL,2.593023056997307,1.0574022333262119,4.971994739874251,0.3364186920541171,2.7479190641861964,0.967840524476672,synechococcus elongatus
1CZO,3.3355860180953627,0.03439332434488298,2.223163782615734,0.4775625552612346,1.0904283844616298,0.9580188160346299,synechococcus elongatus
1CZR,7.645366187956091,2.1003115004149304,6.010690237034966,4.61376252282923,12.15745816392474,15.689220941119302,synechococcus elongatus
1CZU,1.3997217394092076,1.5668163640241146,4.637283316737603,0.9239305945802988,2.4860609159369798,0.07940389552444377,synechococcus elongatus
1D03,2.2440258011845238,0.2967532777707934,1.444062612101748,1.7441074350221288,1.7842354938512437,0.6221660594082383,synechococcus elongatus
1EA0,14.520482225915245,10.232327623558806,29.570396905808565,18.680734943525305,21.4380166327632,21.94837757528564,azospirillum brasilense
1EFP,0.919573958086568,2.216650879440708,2.8910179449653484,5.04654347569501,15.218175772592707,11.703266780771695,paracoccus denitrificans
1EFV,2.9250225019921103,3.160848152532796,4.050179427594971,5.214836300684662,15.30975672524679,13.497045720684255,homo sapiens
1EVI,6.272439905814949,1.8792603977287374,1.322624459115632,0.07120849958519941,2.2197833390306334,3.200575199499332,sus scrofa
1F4P,1.54011674310616,1.6958733242840704,0.8518710017134035,3.0574230421202273,0.6578483308095018,0.3350179116267586,desulfovibrio vulgaris
1F76,7.715511879289603,8.030389589124193,5.955154326906957,6.318686793067666,8.397959981896593,10.324568969936388,escherichia coli
1F8W,3.8362403147060755,0.5195008181328523,1.2253502594448191,1.1265577005485468,2.6044871300025703,3.569656448355848,enterococcus faecalis
1FCD,17.444548967459703,25.786679098258777,13.805091528471289,16.729140819466956,11.31880060273958,14.199808452478374,allochromatium vinosum
1FDR,16.15348515063028,4.553908677009209,9.015879986877234,9.085532939795348,4.40841215951774,5.2554105315469135,escherichia coli
1FLA,1.316166316907297,0.6276040756204748,5.4877194940219685,10.142634299678392,0.4307506535473037,0.338507907899389,clostridium beijerinckii
1FLD,4.592036256223621,0.3158707259438956,2.420404429574954,1.1514418625897722,0.1871666721193423,0.1384880515381142,clostridium beijerinckii
1FLN,0.9927316388955143,0.10028220173280311,2.32588099840203,1.152150883493689,0.5153201208221934,1.4090905326762528,clostridium beijerinckii
1FLV,15.189885788025714,2.180041562450704,6.165926213939208,4.736814492565422,4.359337181080588,3.7931302874176596,nostoc sp.
1FNB,5.129372934188986,0.6504465913777329,5.2370028352681475,3.472934935120283,4.918945256445595,0.04879633275289384,spinacia oleracea
1FVX,12.390769421234976,4.663877207543136,4.4156075537050175,3.7537134438036985,4.86213572674226,4.275076799935134,clostridium beijerinckii
1FX1,1.5143335973476195,1.568043908437404,0.3186058694728849,0.5788531974330419,0.9963712609664306,0.7816660664153057,desulfovibrio vulgaris
1GAL,3.0781344715790535,6.047378948119135,1.531843896778303,1.4295716308016542,0.8925900461669652,5.269604885259108,aspergillus niger
1GAQ,0.29131414356975727,2.770758973381397,3.5090702933099975,2.717883907174664,9.0576574200906,2.096845383610465,zea mays
1GER,5.717701710172315,6.626836031354429,8.148012988161533,3.8086700951560615,4.965510863450102,6.327963429107027,escherichia coli
1GJR,1.4814049170928596,3.1626445968739825,0.7339263541267318,1.919688568742199,0.8725535411925989,1.7436178292252609,anabaena sp.
1GOX,6.389474956621415,9.521382957550536,9.025142714609007,10.123956710809809,9.02967581591907,11.943737529837895,spinacia oleracea
1I1O,1.7122172776953062,6.007834272580224,3.8654269506754737,6.419765830699991,6.214801819815763,1.3129917706972285,desulfovibrio vulgaris
1IB0,12.255942462157524,13.231593870503565,9.993203006623677,9.27490269406923,8.772740905853688,9.56095489697061,rattus norvegicus
1IJH,15.845998427987926,14.215860198921158,10.065962586193738,9.14511734716122,18.372273126049485,15.70747288853193,streptomyces sp.
1IUW,5.547957537034028,1.372598136882203,7.493822651003545,0.7267858855942132,3.35026017268515,1.932941544997839,pseudomonas aeruginosa
1J8Q,2.7620943074289723,0.5499998951034,7.506639885989746,13.292985315356905,1.0162575055026273,1.772447205161712,desulfovibrio vulgaris
1JNR,2.138804516164982,9.332338392916272,5.392355471661644,5.617185350967199,11.281184250413755,11.497691403955379,archaeoglobus fulgidus dsm 4304
1JOA,2.8011083938642036,2.906617900808649,1.2624458879517382,3.125393145755504,5.894101453815447,4.8812072506825555,enterococcus faecalis
1JRA,2.8660306337165347,5.3683618572228395,2.453519868216206,0.21379125878729863,0.5876983259227712,3.692915011385761,saccharomyces cerevisiae
1KBI,4.144532289671149,0.14092911245663992,1.7689409335656232,1.7764307601761746,1.1498124151782676,2.7881204120633463,saccharomyces cerevisiae
1KF6,5.9328512525982005,2.9140578634744245,8.46072955210283,8.472718592145057,5.626898928280519,0.7097416598203952,escherichia coli
1KIF,2.1187656612096832,3.003017791042124,0.6692350665258938,0.6895554517484015,2.9741352636277028,4.6901935166719735,sus scrofa
1LDC,5.557340595777245,3.6209460701591025,3.2480620870750307,3.8741992641483876,4.544636439808125,4.7774342998709844,saccharomyces cerevisiae
1LTD,0.8960276305339642,2.070437148917796,2.913312929109705,1.8539172491960438,2.8276001522642344,2.0982863660401136,saccharomyces cerevisiae
1M6I,22.926580468554874,28.49871456350245,19.605448629808837,21.772233466811297,28.599305977160395,26.66317155081969,homo sapiens
1N1P,27.71505469413612,22.761579592944834,21.4990668734357,18.839291661902923,12.322058569977228,12.169791759406028,streptomyces sp.
1NG3,16.98136948888111,8.760633409887587,14.769834493072276,6.08293616955955,9.522212494042439,9.888922366294912,bacillus subtilis
1NG4,2.442333838974757,4.395489056352227,5.441344208201405,7.420330872416807,2.5956148576901255,7.441474134617171,bacillus subtilis
1NHP,2.620881209403063,4.985680609761175,2.346808286370676,1.6841849262868571,0.6575144103462434,0.402656611492184,enterococcus faecalis
1NHQ,14.479092236115573,12.350268119530305,12.481839389044378,9.934615160820943,3.481194656551286,4.490313189399727,enterococcus faecalis
1NHR,2.7748192723928082,3.0743497812903517,2.7764430606538633,1.2909113246042838,0.8336001541373402,1.7054609840382973,enterococcus faecalis
1NPX,5.934921677718271,7.206704324619027,5.620221375786303,2.5684338208354847,4.610368514186932,6.2260441805614155,enterococcus faecalis
1O97,21.82405990648719,9.591929029644168,13.867363759567292,10.425468083261688,10.724606717827147,8.33240626283003,methylophilus methylotrophus
1OBO,5.316938665475573,1.8380744562547626,1.518641476592358,2.412563701514455,0.0758271215162956,2.430433274602133,anabaena sp.
1OBV,5.879052410127389,1.3525621714696265,2.6174035270909544,2.1597873743639244,0.7824523302360982,4.2299848432810006,anabaena sp.
1P4C,12.912027481317073,2.2552656204534864,6.824553917649885,7.803669398136421,3.2638863822926063,9.892865764020403,"pseudomonas putida, spinacia oleracea"
1POW,12.89450340027237,7.90758377682981,12.283271095753436,2.761693027610171,3.198389092768915,1.921322319835582,lactobacillus plantarum
1QGZ,7.909915174441676,3.050904705224709,6.670302701985255,0.6774462437140851,2.05520430812911,1.9974852607447844,nostoc sp.
1QH0,3.6711872636667495,0.4269712398557318,0.500116410049487,0.579654200417038,0.2609334328977493,5.391849973727366,nostoc sp.
1QLB,6.2333630238258815,2.834403093275676,4.482251269257312,4.8206585834672575,6.107955628936089,9.086015205387506,wolinella succinogenes
1QLT,2.0319601345578513,1.9909750561499524,4.002103488397256,4.105667677940844,0.7330313062166125,0.8893678600965249,penicillium simplicissimum
1QLU,2.68774766703048,3.051007605536636,1.2936982360548233,0.29355968674319594,3.7602526386461776,8.06990778038531,penicillium simplicissimum
1QO8,7.88478326787695,8.700709275427958,7.462896867358467,3.244576109984132,5.732124092008139,7.586554797877815,shewanella frigidimarina
1QUE,5.061419521390998,4.8189048107070676,7.769292795852408,5.943120881818798,8.017985915533961,5.857349038140905,nostoc sp.
1QUF,1.004946017127107,3.013069469500178,2.373615113510644,4.261222915085254,1.1559659901709218,3.7592773102452517,nostoc sp.
1SIQ,2.3297618170339103,4.105686631981728,1.1205808971894924,0.538356284896719,1.243514848161861,5.828906514707697,homo sapiens
1TRB,8.573596326218539,9.55312368357446,4.291258877276823,4.831589405022135,7.830491753520907,6.829728131168103,escherichia coli
1VAO,11.947823050350133,14.962274354739668,8.000224067012514,10.198714965530202,18.7848248708776,21.205857876892445,penicillium simplicissimum
1W34,9.817062755657197,11.013302583455712,7.7752857367281365,6.942939409594802,5.690882909032382,6.500448846783376,anabaena sp.
1W35,4.671962236589191,5.052868224814185,9.696970464298335,9.965985559980345,1.678351678208001,1.8515312837503153,anabaena pcc7119
1YCG,4.359580366648506,4.983639034832907,1.2406442280003003,0.4164991632328334,2.2797458829521933,7.214373495864701,moorella thermoacetica
1YOB,1.9311105308819214,0.4605995815619587,0.6967116685823649,1.3433499204597605,3.970132644082711,0.7128744587906664,azotobacter vinelandii
2CND,3.2149729343108726,6.055662572724061,1.4881785448069826,1.5417540083469183,5.561684022339984,0.9478344896398945,zea mays
2DU8,2.136604691955175,3.7036380887415086,2.3890447633634926,2.117762074005884,2.8849443143815847,0.6250329072471228,homo sapiens
2E48,0.9449967828249918,2.0719414816615016,0.8842246479424711,3.007685542496543,1.2471987722582316,0.8167435062625421,homo sapiens
2FCR,0.8330229263204665,2.105927993344536,2.221834056305098,1.8854475318339752,2.588168217490193,5.776856645368815,chondrus crispus
2FLV,2.261730488864894,0.12852201398950291,0.13750212616964003,0.4179704440698445,0.4774883414628979,0.9963035961181399,clostridium beijerinckii
2FOX,9.05020628462338,1.0515328131855646,3.5167532494449625,0.9980710786709324,1.1549272290955963,0.23085761355765072,clostridium beijerinckii
2FVX,0.3277159946181736,0.14768682967951824,1.7147875473728855,0.21526892010658033,0.12562189076595282,0.16337562397884525,clostridium beijerinckii
2J6X,0.872867077352533,2.86430147764527,8.64167068959286,7.9568042656641085,0.6335849025161094,2.3146393387553132,aerococcus viridans
2JBS,14.65241327788942,14.856799322222624,15.936777300071554,12.577169198493362,7.223382233056985,7.603741257707908,acinetobacter baumannii
2PIA,3.374643415371593,13.133148188445224,0.816840612921337,1.563884117233175,5.6591323089335,2.2523298537373755,burkholderia cepacia
2R0C,14.502252568348506,4.430186701643474,6.710531497971013,0.6113004164899319,0.4186546015616555,2.4430581831721825,lechevalieria aerocolonigenes
